"id","Name","Latitude","Longitude","Address","City","Pincode","State","Country","Description","Logo","Contact Number","Mobile Number","Email","Year Of Establishment","timeofoperation_start","timeofoperation_end","type","video","pointer","Area","pointerstartdate","pointerenddate","category",
"2353","Chrysalis International Education Services","","","143-C 103 Bobby ApartmentsNext To Mahim Bazar Post Office Lady Jamshedji Rd.Mahim (West)","thakurli","400016","Maharashtra","India","","","","9892470212","","0","","","1","","1000","wwweeesssttt","0000-00-00","0000-00-00","Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalised Banks,Axis Bank,HDFC Bank,Nationalis",
